neighbourhood,price
Near North Side,306
Near North Side,256
Near North Side,210
Near North Side,223
Near North Side,256
Lincoln Park,118
Near West Side,152
Loop,2643
Near North Side,217
Near South Side,184
Near West Side,213
Near North Side,185
Near North Side,
Lake View,146
Uptown,138
Mckinley Park,37
Uptown,142
Uptown,75
Washington Heights,98
Douglas,110
Douglas,95
New City,135
Douglas,80
Austin,224
Hyde Park,479
Dunning,530
Woodlawn,
Beverly,56
South Shore,40
West Town,249
West Town,283
Near South Side,214
Irving Park,167
Kenwood,74
Near West Side,161
Near West Side,310
Loop,331
Kenwood,60
Kenwood,117
Kenwood,92
Kenwood,117
Near South Side,205
Edgewater,188
Loop,160
East Garfield Park,50
West Ridge,250
Bridgeport,40
West Town,353
Douglas,113
West Town,269
Lake View,99
West Town,601
Near North Side,119
Rogers Park,52
Near South Side,368
South Shore,45
South Shore,50
Near North Side,621
Near West Side,300
Near West Side,250
Albany Park,91
Lake View,371
Uptown,228
Hermosa,131
Edgewater,115
West Town,106
Logan Square,
Loop,174
Lincoln Square,98
Beverly,135
Albany Park,400
Loop,275
Avondale,349
Armour Square,155
Lincoln Park,332
Lake View,197
Logan Square,179
Near North Side,95
Lake View,130
Hyde Park,171
Near North Side,302
Lower West Side,44
Lower West Side,58
Jefferson Park,75
Lower West Side,44
Lower West Side,48
Lower West Side,57
Near North Side,999
Near North Side,999
Near North Side,999
Logan Square,
Bridgeport,34
Bridgeport,38
Bridgeport,36
Bridgeport,38
Bridgeport,29
Irving Park,172
South Lawndale,215
Near South Side,326
Portage Park,152
Chicago Lawn,100
Edgewater,200
Dunning,389
West Town,188
Rogers Park,264
Near South Side,100
West Town,156
Lincoln Park,269
West Town,289
Rogers Park,107
Logan Square,108
Lake View,168
West Town,219
North Center,265
West Town,221
Rogers Park,125
Near North Side,299
West Town,149
Hyde Park,112
Kenwood,135
Kenwood,93
Hyde Park,155
Kenwood,96
West Town,222
Near West Side,37
Near West Side,1066
Near West Side,1297
Near West Side,655
Edgewater,146
West Town,168
Avondale,300
Logan Square,322
Logan Square,85
Loop,272
West Town,
Kenwood,127
Near North Side,395
Chicago Lawn,217
Bridgeport,160
Kenwood,80
Hyde Park,139
South Shore,80
Hyde Park,102
Hyde Park,154
Hyde Park,99
Hyde Park,98
North Center,120
Austin,277
Uptown,109
Lake View,318
Lincoln Park,80
Logan Square,245
Lake View,211
West Garfield Park,96
Grand Boulevard,200
West Town,467
Albany Park,
West Town,114
Lincoln Square,164
Edgewater,119
Chatham,584
Lower West Side,33
West Town,222
Near North Side,81
Near North Side,81
Near North Side,81
Near North Side,81
Near North Side,88
Near North Side,87
Uptown,141
Albany Park,44
Lower West Side,328
Brighton Park,150
Hyde Park,156
Hyde Park,201
Hyde Park,115
Hyde Park,104
Hyde Park,101
Near West Side,166
Hyde Park,165
Hyde Park,143
Near South Side,175
Logan Square,164
Logan Square,71
Albany Park,67
North Center,164
Lincoln Square,170
West Town,387
Near West Side,145
Logan Square,178
Uptown,126
Near North Side,1096
Near North Side,
Lower West Side,43
West Town,66
Near West Side,440
Near West Side,212
Near West Side,234
Near West Side,234
Near West Side,226
Near West Side,205
West Town,462
Near West Side,562
Douglas,85
Douglas,69
West Town,154
Woodlawn,79
Humboldt Park,440
Near North Side,429
Humboldt Park,235
Beverly,130
West Town,170
West Town,156
West Town,90
Lake View,226
West Town,249
Loop,119
Near North Side,570
Lake View,146
West Town,90
West Town,90
Englewood,153
West Town,198
West Ridge,218
Lake View,151
Near South Side,281
South Shore,150
Near West Side,244
Near West Side,159
Near North Side,124
West Town,175
Loop,430
Lake View,294
Irving Park,242
Woodlawn,153
Near North Side,
Albany Park,125
Mckinley Park,37
Hermosa,332
Logan Square,129
Near West Side,194
Lower West Side,45
Woodlawn,175
Bridgeport,28
Albany Park,105
Armour Square,240
North Lawndale,56
South Deering,45
Edgewater,213
Loop,323
Loop,305
Loop,288
Loop,288
Loop,
Loop,351
Loop,
Loop,387
Loop,347
Loop,372
Loop,339
Bridgeport,42
Loop,284
Loop,263
Loop,330
West Town,258
Lake View,142
Lower West Side,225
Near West Side,590
Loop,323
Loop,351
Loop,305
West Town,886
Near West Side,366
Near West Side,318
West Town,44
Logan Square,65
Loop,366
Logan Square,
Loop,329
Loop,285
Avondale,111
Chatham,82
Chatham,80
Edgewater,
Bridgeport,37
Bridgeport,36
Bridgeport,50
Jefferson Park,173
Lower West Side,186
Uptown,
West Town,235
West Town,241
Grand Boulevard,196
Woodlawn,213
Montclare,99
Near North Side,153
Near North Side,178
Near North Side,442
Near South Side,185
Near South Side,509
Woodlawn,127
West Town,162
Near West Side,190
Near West Side,198
Near North Side,408
Near South Side,281
Near South Side,205
Near North Side,498
Near South Side,415
Near North Side,480
Kenwood,90
Logan Square,175
West Town,184
Near West Side,179
Near West Side,42
Near West Side,
Near West Side,151
Hyde Park,131
Belmont Cragin,268
Near North Side,886
Portage Park,432
Near North Side,215
Ashburn,166
Uptown,112
Near North Side,316
Logan Square,65
West Town,147
Near North Side,334
Lake View,445
Lower West Side,225
West Town,62
Near North Side,194
West Town,164
Uptown,125
East Garfield Park,120
West Town,211
Woodlawn,134
Uptown,150
Bridgeport,96
Near South Side,281
Logan Square,63
East Garfield Park,50
Near South Side,205
West Town,66
West Town,399
Near North Side,535
Near South Side,201
Humboldt Park,106
Near South Side,206
Near South Side,297
Logan Square,258
Logan Square,65
Logan Square,192
Woodlawn,219
Near North Side,448
Near North Side,469
Near North Side,514
Near West Side,186
Near West Side,242
Near West Side,125
Lake View,123
West Town,125
Beverly,820
Near West Side,250
Near North Side,150
Washington Park,250
Bridgeport,41
Loop,1047
Loop,
Loop,
Near North Side,921
Near North Side,1391
Portage Park,159
Near South Side,281
West Town,229
Rogers Park,100
Near West Side,210
Rogers Park,100
Near North Side,807
West Ridge,70
South Shore,175
Hyde Park,135
Hyde Park,98
Lake View,
West Town,65
Greater Grand Crossing,75
Bridgeport,37
New City,128
West Town,373
West Ridge,170
Bridgeport,31
Loop,
South Shore,52
Near North Side,2143
West Town,
West Town,352
Near North Side,500
Near West Side,193
Near West Side,215
Near West Side,285
Near North Side,130
West Lawn,132
Near South Side,236
West Pullman,174
Near South Side,300
Lincoln Park,139
Logan Square,208
Hyde Park,99
Auburn Gresham,85
Near North Side,173
Near South Side,200
Bridgeport,35
Logan Square,
West Town,670
Lincoln Square,150
Jefferson Park,50
Near North Side,308
Loop,341
South Shore,476
Grand Boulevard,113
North Center,188
Armour Square,46
South Shore,77
Rogers Park,128
Near West Side,334
Near North Side,334
South Shore,77
West Town,468
Forest Glen,250
Near North Side,238
Bridgeport,43
Near West Side,226
Loop,334
Near North Side,334
Near North Side,334
Near North Side,232
Lower West Side,99
South Shore,57
West Town,120
Near North Side,265
Near West Side,248
Rogers Park,122
Rogers Park,141
Loop,319
Loop,399
Near North Side,403
Near North Side,232
Near South Side,331
Logan Square,
Logan Square,60
Near North Side,269
Jefferson Park,130
Near North Side,285
Forest Glen,112
Woodlawn,176
Roseland,202
Near South Side,344
Near South Side,338
Bridgeport,42
Near West Side,334
Near North Side,334
Loop,334
Near North Side,334
Near North Side,212
Hyde Park,44
Humboldt Park,442
Avondale,188
Loop,144
South Chicago,286
Lake View,241
Loop,298
Loop,273
Loop,275
Armour Square,224
Lincoln Square,131
Near North Side,465
Near North Side,492
Near North Side,504
Lower West Side,36
Loop,429
Uptown,174
Near North Side,334
Loop,334
West Town,334
Near North Side,334
Near North Side,334
Loop,334
Near North Side,246
Edgewater,214
Logan Square,62
Mckinley Park,36
Englewood,166
Avondale,186
Logan Square,53
Logan Square,
Logan Square,71
Logan Square,58
West Town,269
Irving Park,104
Armour Square,235
Lake View,84
Logan Square,70
Near South Side,514
Bridgeport,39
Near South Side,263
Near West Side,321
Loop,250
New City,55
Near West Side,358
New City,45
Near North Side,128
Near North Side,136
West Town,216
Near West Side,244
Logan Square,70
Near West Side,110
Near West Side,229
West Town,224
Lake View,346
Uptown,146
Near West Side,110
Near North Side,275
West Town,207
Oakland,157
Logan Square,62
Logan Square,
Near South Side,244
New City,35
Avondale,85
Near North Side,160
Greater Grand Crossing,54
Bridgeport,35
Greater Grand Crossing,150
West Town,230
Near West Side,339
West Town,230
South Chicago,152
Near West Side,453
Norwood Park,93
Douglas,60
Humboldt Park,716
West Town,249
Uptown,215
West Ridge,129
South Lawndale,68
Austin,108
North Lawndale,150
Logan Square,165
Near South Side,228
North Center,225
Lake View,135
Logan Square,53
Logan Square,75
Near South Side,250
West Town,130
Austin,108
Norwood Park,185
Woodlawn,179
Hyde Park,96
Hyde Park,104
Dunning,464
Edgewater,150
Near South Side,239
Near South Side,137
Near South Side,206
Hyde Park,178
Hyde Park,97
Washington Heights,250
Woodlawn,55
Uptown,193
Woodlawn,55
Logan Square,51
Bridgeport,38
Bridgeport,38
Near North Side,290
Near North Side,286
Near North Side,298
Near North Side,315
Near North Side,368
Bridgeport,196
Near West Side,334
Loop,314
Near North Side,334
Lake View,334
Lincoln Park,750
South Shore,320
Grand Boulevard,154
Lake View,165
Bridgeport,27
Mckinley Park,134
Near West Side,604
Near West Side,545
Near West Side,604
Near West Side,566
Lake View,65
Logan Square,61
Near North Side,207
Uptown,50
Lower West Side,53
New City,29
Belmont Cragin,173
Logan Square,240
Douglas,72
Edgewater,138
Lincoln Park,800
Douglas,150
Humboldt Park,738
West Ridge,75
Woodlawn,175
Near North Side,298
Near South Side,443
Lake View,150
Near North Side,140
West Town,354
Greater Grand Crossing,170
Uptown,136
Lake View,133
Lincoln Park,142
Logan Square,63
Logan Square,63
Woodlawn,70
Near North Side,332
Near North Side,332
Loop,332
Near North Side,332
Near North Side,332
Loop,332
Loop,332
Lake View,299
Near North Side,332
Loop,476
Loop,373
Loop,430
West Ridge,124
Uptown,131
Loop,332
Near North Side,332
West Town,332
Loop,332
Loop,332
Near West Side,332
Near North Side,332
Uptown,332
Near West Side,332
Near North Side,332
Near North Side,332
Loop,332
Loop,332
Armour Square,332
Near South Side,332
Loop,332
Near West Side,332
Loop,332
Near North Side,332
Loop,332
Near North Side,332
Loop,332
Loop,332
Loop,332
Irving Park,65
Near North Side,332
Near South Side,332
Lake View,332
Near North Side,332
Logan Square,304
Loop,332
Logan Square,252
Near North Side,332
Loop,332
Hyde Park,332
Near West Side,332
Lake View,332
Lincoln Park,332
Near North Side,332
Near North Side,332
Near North Side,332
Loop,332
Loop,332
Near North Side,332
Near North Side,332
West Lawn,332
Loop,332
Near South Side,332
Near South Side,332
Loop,332
Near North Side,332
Loop,332
Loop,191
Rogers Park,332
Near South Side,332
Near North Side,332
Loop,332
Near North Side,332
Lake View,96
Near North Side,332
Near North Side,332
Near North Side,332
Near North Side,911
Near West Side,302
Near North Side,359
Near West Side,400
Near West Side,400
Near North Side,352
Near North Side,325
Lake View,446
Near North Side,526
Near North Side,526
Loop,446
Washington Heights,210
Near West Side,154
Near North Side,502
Near North Side,510
Douglas,72
Edgewater,65
Logan Square,145
Logan Square,251
Logan Square,259
Logan Square,271
Bridgeport,139
Grand Boulevard,4850
Logan Square,78
Logan Square,52
Lake View,541
Albany Park,46
Lake View,1460
West Elsdon,58
Uptown,71
New City,33
New City,35
New City,45
Logan Square,160
West Town,258
Lincoln Park,220
Washington Heights,100
Clearing,332
Near West Side,332
Near North Side,242
West Town,120
Portage Park,100
Bridgeport,55
Edgewater,158
Near West Side,42
Bridgeport,30
North Center,243
Uptown,214
Near West Side,256
Woodlawn,155
Armour Square,358
Mckinley Park,41
Near West Side,42
Lake View,124
Logan Square,102
Near West Side,457
Lincoln Park,374
Hyde Park,103
Hyde Park,100
East Garfield Park,120
Near North Side,1040
Rogers Park,45
West Ridge,175
West Town,151
Douglas,191
West Town,135
Dunning,268
West Pullman,400
Loop,225
Loop,160
Avondale,268
Mckinley Park,37
Austin,185
East Garfield Park,150
Lake View,208
Lake View,208
Lake View,206
Uptown,100
North Lawndale,95
Near North Side,128
Near North Side,120
Near North Side,128
Near North Side,570
South Shore,120
Dunning,47
Lower West Side,96
Mckinley Park,41
West Ridge,159
Uptown,300
Irving Park,64
Near West Side,400
Uptown,185
Bridgeport,45
West Ridge,168
Near North Side,128
Mckinley Park,41
Mckinley Park,42
Mckinley Park,45
Belmont Cragin,495
Portage Park,53
Near North Side,332
Near North Side,120
Beverly,259
Woodlawn,126
Armour Square,253
Lake View,58
West Garfield Park,25
Loop,150
Near West Side,148
Logan Square,130
West Town,400
Lower West Side,184
Loop,160
Near North Side,657
Near North Side,340
Lake View,461
Lake View,241
Rogers Park,99
Rogers Park,120
Near North Side,353
Near North Side,334
Near North Side,75
Edgewater,364
Irving Park,79
Lincoln Park,962
New City,31
West Ridge,116
Avondale,93
Uptown,136
Auburn Gresham,277
Bridgeport,138
Near North Side,763
Near West Side,185
Near South Side,160
Logan Square,84
West Ridge,59
Woodlawn,486
West Ridge,49
Near North Side,200
Near North Side,200
North Center,560
Irving Park,158
Loop,334
Lake View,132
Near West Side,373
Near North Side,147
Lake View,334
Near North Side,334
